,tconst,merge_id,release_date,genres,averagerating,numvotes,production_budget,domestic_gross,worldwide_gross
227,tt1742650,2011 I Don't Know How She Does It,2011,"Comedy,Romance",4.9,18552,24000000.0,9659074.0,24474463.0
228,tt1253864,2011 Immortals,2011,"Action,Drama,Fantasy",6.0,152992,75000000.0,83504017.0,211562435.0
229,tt1637688,2011 In Time,2011,"Action,Crime,Drama",6.7,346077,35000000.0,37553932.0,165103952.0
230,tt1233301,2011 Ironclad,2011,"Action,Adventure,Drama",6.2,38477,25000000.0,0.0,5297411.0
231,tt1616195,2011 J. Edgar,2011,"Biography,Crime,Drama",6.6,115925,35000000.0,37306030.0,84606030.0
232,tt0810913,2011 Jack and Jill,2011,Comedy,3.3,71361,79000000.0,74158157.0,150519217.0
233,tt1634122,2011 Johnny English Reborn,2011,"Action,Adventure,Comedy",6.3,110824,45000000.0,8406711.0,164640401.0
234,tt1640484,2011 Jumping the Broom,2011,"Comedy,Drama",5.7,9089,7000000.0,37295394.0,38158601.0
235,tt1702443,2011 Justin Bieber: Never Say Never,2011,"Documentary,Music",1.6,74978,13000000.0,73013910.0,99034125.0
236,tt1999192,2011 Kevin Hart: Laugh at My Pain,2011,"Comedy,Documentary",7.4,5081,750000.0,7706436.0,7712436.0
237,tt1416801,2011 Kill the Irishman,2011,"Biography,Crime,Drama",7.1,41504,12000000.0,1188194.0,1188194.0
238,tt1448755,2011 Killer Elite,2011,"Action,Crime,Thriller",6.5,117711,70000000.0,25124986.0,65409046.0
239,tt1302011,2011 Kung Fu Panda 2,2011,"Action,Adventure,Animation",7.2,228465,150000000.0,165249063.0,664837547.0
240,tt1583420,2011 Larry Crowne,2011,"Comedy,Drama,Romance",6.1,58927,30000000.0,35608245.0,61449135.0
241,tt1508675,2011 Le Havre,2011,"Comedy,Drama",7.2,18490,5500000.0,611709.0,13480196.0
242,tt1758692,2011 Like Crazy,2011,"Drama,Romance",6.7,55841,250000.0,3395391.0,3728400.0
243,tt1219289,2011 Limitless,2011,"Mystery,Sci-Fi,Thriller",7.4,492490,27000000.0,79249455.0,155564919.0
244,tt1586752,2011 Machine Gun Preacher,2011,"Action,Biography,Crime",6.8,60074,30000000.0,538690.0,3721988.0
245,tt1787759,2011 Madea's Big Happy Family,2011,"Comedy,Drama",4.7,6996,25000000.0,53345287.0,54160818.0
246,tt0466893,2011 Margaret,2011,Drama,6.5,14708,14000000.0,47185.0,623292.0
247,tt1615147,2011 Margin Call,2011,"Drama,Thriller",7.1,107264,3400000.0,5353586.0,20433227.0
248,tt1305591,2011 Mars Needs Moms,2011,"Adventure,Animation,Family",5.4,19823,150000000.0,21392758.0,39549758.0
249,tt1441326,2011 Martha Marcy May Marlene,2011,"Drama,Mystery,Thriller",6.9,45873,1000000.0,2981038.0,5438911.0
250,tt1527186,2011 Melancholia,2011,"Drama,Sci-Fi",7.2,153434,9400000.0,3030848.0,21817298.0
251,tt1605783,2011 Midnight in Paris,2011,"Comedy,Fantasy,Romance",7.7,356500,30000000.0,56816662.0,162502774.0
252,tt1210166,2011 Moneyball,2011,"Biography,Drama,Sport",7.6,326657,50000000.0,75605492.0,111300835.0
253,tt1067774,2011 Monte Carlo,2011,"Adventure,Comedy,Family",5.8,38731,20000000.0,23186769.0,39686769.0
254,tt1655420,2011 My Week with Marilyn,2011,"Biography,Drama",7.0,79337,10000000.0,14597405.0,34240572.0
255,tt1411238,2011 No Strings Attached,2011,"Comedy,Romance",6.2,197663,25000000.0,70662220.0,149228078.0
256,tt1563738,2011 One Day,2011,"Drama,Romance",7.0,128094,15000000.0,13843771.0,59168692.0
257,tt1637706,2011 Our Idiot Brother,2011,"Comedy,Drama",6.4,80738,5000000.0,24814830.0,25861249.0
258,tt1778304,2011 Paranormal Activity 3,2011,"Horror,Mystery,Thriller",5.8,85689,5000000.0,104028807.0,207039844.0
259,tt1092026,2011 Paul,2011,"Adventure,Comedy,Sci-Fi",7.0,220567,40000000.0,37412945.0,101162106.0
260,tt1298650,2011 Pirates of the Caribbean: On Stranger Tides,2011,"Action,Adventure,Fantasy",6.6,447624,410600000.0,241063875.0,1045663875.0
261,tt0822847,2011 Priest,2011,"Action,Adventure,Fantasy",5.7,108320,60000000.0,29136626.0,84154026.0
262,tt1604171,2011 Prom,2011,"Comedy,Drama,Family",5.4,14279,8000000.0,10130219.0,10763183.0
263,tt0448694,2011 Puss in Boots,2011,"Action,Adventure,Animation",6.6,133355,130000000.0,149260504.0,554987477.0
264,tt1192628,2011 Rango,2011,"Adventure,Animation,Comedy",7.2,215761,135000000.0,123477607.0,245724600.0
265,tt1716760,2011 Raymond Did It,2011,Horror,3.3,211,40000.0,3632.0,3632.0
266,tt0433035,2011 Real Steel,2011,"Action,Drama,Family",7.1,283534,110000000.0,85463309.0,263880341.0
267,tt0803061,2011 Red Dog,2011,"Biography,Comedy,Drama",7.4,15357,9100000.0,0.0,20927794.0
268,tt1486185,2011 Red Riding Hood,2011,"Fantasy,Horror,Mystery",5.5,102369,42000000.0,37662162.0,91678442.0
269,tt0873886,2011 Red State,2011,"Action,Crime,Horror",6.2,59266,4000000.0,1065429.0,1983596.0
270,tt1498569,2011 Restless,2011,"Drama,Romance",6.8,16736,8000000.0,163753.0,2772511.0
271,tt1436562,2011 Rio,2011,"Adventure,Animation,Comedy",6.9,191621,90000000.0,143619809.0,487519809.0
272,tt1318514,2011 Rise of the Planet of the Apes,2011,"Action,Drama,Sci-Fi",7.6,473020,93000000.0,176760185.0,470986200.0
273,tt1251743,2011 Salvation Boulevard,2011,"Action,Comedy,Drama",5.3,4220,5500000.0,28468.0,28468.0
274,tt0881320,2011 Sanctum,2011,"Adventure,Drama,Thriller",5.9,51318,30000000.0,23209310.0,108957098.0
275,tt1262416,2011 Scream 4,2011,"Horror,Mystery",6.2,118779,40000000.0,38180928.0,95989590.0
276,tt0479997,2011 Season of the Witch,2011,"Action,Adventure,Fantasy",5.4,85777,40000000.0,24827228.0,91126600.0
277,tt1723811,2011 Shame,2011,Drama,7.2,171353,6500000.0,4002293.0,20412841.0
278,tt1633356,2011 Shark Night 3D,2011,"Horror,Thriller",4.0,23190,25000000.0,18877153.0,18877153.0
279,tt1515091,2011 Sherlock Holmes: A Game of Shadows,2011,"Action,Adventure,Crime",7.5,394189,125000000.0,186848418.0,535663443.0
280,tt1976608,2011 Sholem Aleichem: Laughing in the Darkness,2011,Documentary,6.8,157,500000.0,1131261.0,1131261.0
281,tt1541995,2011 Snow Flower and the Secret Fan,2011,"Drama,History",6.1,3429,6000000.0,1348205.0,11348205.0
282,tt0491152,2011 Something Borrowed,2011,"Comedy,Drama,Romance",5.9,54314,35000000.0,39046489.0,65084116.0
283,tt1596346,2011 Soul Surfer,2011,"Biography,Drama,Family",7.1,41659,18000000.0,43853424.0,47158652.0
284,tt0945513,2011 Source Code,2011,"Action,Drama,Sci-Fi",7.5,452036,32000000.0,54712227.0,140428499.0
285,tt0999913,2011 Straw Dogs,2011,"Action,Drama,Thriller",5.8,30924,25000000.0,10324441.0,11253821.0
286,tt0978764,2011 Sucker Punch,2011,"Action,Adventure,Fantasy",6.1,218371,75000000.0,36392502.0,89758389.0
287,tt1650062,2011 Super 8,2011,"Mystery,Sci-Fi,Thriller",7.0,320575,50000000.0,127004179.0,257972745.0
288,tt0810922,2011 Take Me Home Tonight,2011,"Comedy,Drama,Romance",6.3,48393,19000000.0,6928068.0,7576604.0
289,tt1675192,2011 Take Shelter,2011,"Drama,Horror,Thriller",7.4,83200,4750000.0,1728953.0,4972016.0
290,tt1385826,2011 The Adjustment Bureau,2011,"Romance,Sci-Fi,Thriller",7.1,227616,50200000.0,62495645.0,126931325.0
291,tt0983193,2011 The Adventures of Tintin,2011,"Action,Adventure,Animation",7.3,202430,130000000.0,77591831.0,373993951.0
292,tt1645080,2011 The Art of Getting By,2011,"Drama,Romance",6.6,53682,4000000.0,1430241.0,1989035.0
293,tt1655442,2011 The Artist,2011,"Comedy,Drama,Romance",7.9,217184,16000000.0,44667095.0,128256712.0
294,tt1321860,2011 The Beaver,2011,Drama,6.7,45173,21000000.0,970816.0,5046038.0
295,tt1053810,2011 The Big Year,2011,Comedy,6.2,39522,41000000.0,7204138.0,7684524.0
296,tt1488555,2011 The Change-Up,2011,"Comedy,Fantasy",6.3,155374,52000000.0,37243418.0,75997067.0
297,tt1093357,2011 The Darkest Hour,2011,"Action,Adventure,Horror",4.9,55071,34800000.0,21443494.0,62831715.0
298,tt1033575,2011 The Descendants,2011,"Comedy,Drama",7.3,223464,20000000.0,82624961.0,175507800.0
299,tt1270262,2011 The Devil's Double,2011,"Biography,Drama,Thriller",7.1,58342,19100000.0,1361512.0,5965646.0
300,tt1578275,2011 The Dilemma,2011,"Comedy,Drama",5.3,48148,70000000.0,48475290.0,70546865.0
301,tt1034389,2011 The Eagle,2011,"Action,Adventure,Drama",6.2,61475,25000000.0,19490041.0,38993548.0
302,tt1235170,2011 The Future,2011,"Drama,Fantasy,Romance",6.2,7648,1000000.0,568662.0,1239174.0
303,tt1568346,2011 The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",7.8,387580,90000000.0,102515793.0,239373970.0
304,tt0990407,2011 The Green Hornet,2011,"Action,Comedy,Crime",5.8,148622,110000000.0,98780042.0,229155503.0
305,tt1540133,2011 The Guard,2011,"Comedy,Crime,Thriller",7.3,75183,6000000.0,5359774.0,21197454.0
306,tt1411697,2011 The Hangover Part II,2011,"Comedy,Mystery",6.5,432800,80000000.0,254464305.0,586464305.0
307,tt1981703,2011 The Harvest/La Cosecha,2011,Documentary,7.1,63,560000.0,3709.0,3709.0
308,tt1454029,2011 The Help,2011,Drama,8.1,392699,25000000.0,169705587.0,213120004.0
309,tt1575694,2011 The Hit List,2011,"Action,Thriller",5.4,11081,6000000.0,0.0,0.0
310,tt1124035,2011 The Ides of March,2011,"Drama,Thriller",7.1,207417,23000000.0,40962534.0,77735925.0
311,tt2020110,2011 The Kick,2011,"Action,Sport",5.7,780,3500000.0,0.0,40622.0
312,tt1189340,2011 The Lincoln Lawyer,2011,"Crime,Drama,Thriller",7.3,196109,40000000.0,58009200.0,87145086.0
313,tt1212022,2011 The Lion of Judah,2011,Animation,3.8,511,1500000.0,0.0,0.0
314,tt0472399,2011 The Mechanic,2011,"Action,Crime,Thriller",6.6,141254,42500000.0,29121498.0,76347393.0
315,tt1204342,2011 The Muppets,2011,"Adventure,Comedy,Family",7.1,82752,45000000.0,88625922.0,160971922.0
316,tt1781935,2011 The Ridges,2011,"Drama,Horror,Thriller",2.9,127,17300.0,0.0,0.0
317,tt1161864,2011 The Rite,2011,"Drama,Horror,Mystery",6.0,85604,37000000.0,33047633.0,97143987.0
318,tt1265990,2011 The Roommate,2011,"Drama,Thriller",4.9,33062,16000000.0,37300107.0,52545707.0
319,tt0376136,2011 The Rum Diary,2011,"Comedy,Drama",6.2,94787,45000000.0,13109815.0,21544732.0
320,tt1366344,2011 The Sitter,2011,Comedy,5.7,65575,25000000.0,30542576.0,38749404.0
321,tt0472181,2011 The Smurfs,2011,"Adventure,Animation,Comedy",5.5,77577,110000000.0,142614158.0,563749323.0
322,tt1535612,2011 The Son of No One,2011,"Action,Crime,Drama",5.1,15743,15000000.0,30680.0,1148578.0
323,tt0905372,2011 The Thing,2011,"Horror,Mystery,Sci-Fi",6.2,111900,38000000.0,16999934.0,27573078.0
324,tt1509767,2011 The Three Musketeers,2011,"Action,Adventure,Romance",5.8,98408,90000000.0,20377913.0,139877913.0
325,tt0478304,2011 The Tree of Life,2011,"Drama,Fantasy",6.8,156266,35000000.0,13305665.0,61721826.0
326,tt1316616,2011 There Be Dragons,2011,"Biography,Drama,War",5.8,4326,36000000.0,1069334.0,4020990.0
327,tt0800369,2011 Thor,2011,"Action,Adventure,Fantasy",7.0,683264,150000000.0,181030624.0,449326618.0
328,tt1340800,2011 Tinker Tailor Soldier Spy,2011,"Drama,Mystery,Thriller",7.1,174890,21000000.0,24149393.0,81452811.0
329,tt0471042,2011 Tower Heist,2011,"Action,Comedy,Crime",6.2,125102,85000000.0,78046570.0,150422946.0
330,tt1399103,2011 Transformers: Dark of the Moon,2011,"Action,Adventure,Sci-Fi",6.2,366409,195000000.0,352390543.0,1123790543.0
331,tt1674784,2011 Trespass,2011,"Crime,Drama,Thriller",5.3,39404,35000000.0,16816.0,786532.0
332,tt1839425,2011 True Bromance,2011,Comedy,5.9,39,2000000.0,0.0,0.0
333,tt1401152,2011 Unknown,2011,"Action,Mystery,Thriller",6.9,235167,40000000.0,63686397.0,136123083.0
334,tt1568911,2011 War Horse,2011,"Drama,History,War",7.2,136447,70000000.0,79883359.0,156815529.0
335,tt1291584,2011 Warrior,2011,"Drama,Sport",8.2,403755,25000000.0,13657115.0,24215385.0
336,tt1067583,2011 Water for Elephants,2011,"Drama,Romance",6.9,105812,38000000.0,58709717.0,116809717.0
337,tt1389137,2011 We Bought a Zoo,2011,"Comedy,Drama,Family",7.1,126849,50000000.0,75624550.0,118729073.0
338,tt1714210,2011 Weekend,2011,"Drama,Romance",7.6,25424,190000.0,484592.0,1577585.0
339,tt0770703,2011 What's Your Number?,2011,"Comedy,Romance",6.1,67922,20000000.0,14011084.0,30163785.0
340,tt1449283,2011 Winnie the Pooh,2011,"Adventure,Animation,Comedy",7.2,19605,30000000.0,26692846.0,50145607.0
341,tt1547090,2011 Without Men,2011,Comedy,3.3,1576,4700000.0,0.0,0.0
342,tt1270798,2011 X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,608930,160000000.0,146408305.0,355408305.0
343,tt1625346,2011 Young Adult,2011,"Comedy,Drama",6.3,74071,12000000.0,16311571.0,22750356.0
344,tt1240982,2011 Your Highness,2011,"Adventure,Comedy,Fantasy",5.5,92940,50000000.0,21596445.0,26121638.0
345,tt1222817,2011 Zookeeper,2011,"Comedy,Family,Romance",5.2,52396,80000000.0,80360866.0,170805525.0
346,tt1232829,2012 21 Jump Street,2012,"Action,Comedy,Crime",7.2,477771,42000000.0,138447667.0,202812429.0
347,tt0763831,2012 A Thousand Words,2012,"Comedy,Drama",5.9,36387,40000000.0,18450127.0,20790486.0
348,tt1611224,2012 Abraham Lincoln: Vampire Hunter,2012,"Action,Fantasy,Horror",5.9,142853,67500000.0,37519139.0,137489730.0
349,tt1591479,2012 Act of Valor,2012,"Action,Adventure,Drama",6.5,63787,12000000.0,70012847.0,82497035.0
350,tt1827354,2012 Airborne,2012,"Comedy,Crime,Horror",3.9,2248,1200000.0,0.0,0.0
351,tt1712170,2012 Alex Cross,2012,"Action,Crime,Mystery",5.1,30951,35000000.0,25888412.0,35426759.0
352,tt1605630,2012 American Reunion,2012,Comedy,6.7,192250,50000000.0,56758835.0,236799211.0
353,tt1602620,2012 Amour,2012,"Drama,Romance",7.9,84960,9700000.0,6738954.0,36787044.0
354,tt1781769,2012 Anna Karenina,2012,"Drama,Romance",6.6,84668,49000000.0,12816367.0,71004627.0
355,tt1764183,2012 Arbitrage,2012,"Drama,Thriller",6.6,46774,12000000.0,7919574.0,35830713.0
356,tt1024648,2012 Argo,2012,"Biography,Drama,Thriller",7.7,534683,44500000.0,136025503.0,227140757.0
357,tt1920849,2012 Bachelorette,2012,"Comedy,Romance",5.3,43131,3000000.0,446770.0,12577401.0
358,tt1440129,2012 Battleship,2012,"Action,Adventure,Sci-Fi",5.8,225342,220000000.0,65233400.0,313477717.0
359,tt2125435,2012 Beasts of the Southern Wild,2012,"Adventure,Drama,Fantasy",7.3,77440,1800000.0,12795746.0,23265132.0
360,tt1430615,2012 Big Miracle,2012,"Biography,Drama,Family",6.5,17585,40000000.0,20157300.0,25268680.0
361,tt1758575,2012 Blue Like Jazz,2012,"Comedy,Drama",5.9,2810,1200000.0,595018.0,595018.0
362,tt1217209,2012 Brave,2012,"Adventure,Animation,Comedy",7.1,338728,185000000.0,237282182.0,554606532.0
363,tt1781784,2012 Burn,2012,Documentary,7.5,663,225000.0,1109276.0,1109276.0
364,tt1702425,2012 Casa de mi Padre,2012,"Comedy,Western",5.5,19170,6000000.0,5909483.0,8446952.0
365,tt1629757,2012 Chasing Mavericks,2012,"Biography,Drama,Sport",7.2,28994,20000000.0,6002756.0,8300821.0
366,tt1991245,2012 Chernobyl Diaries,2012,"Horror,Mystery,Thriller",5.0,60304,1000000.0,18119640.0,42411721.0
367,tt1706593,2012 Chronicle,2012,"Drama,Sci-Fi,Thriller",7.1,229258,12000000.0,64575175.0,123681790.0
368,tt1792647,2012 Cirque du Soleil: Worlds Away,2012,Fantasy,6.8,7643,25000000.0,12512862.0,28012862.0
369,tt1371111,2012 Cloud Atlas,2012,"Action,Drama,Mystery",7.4,326473,102000000.0,27108272.0,130673154.0
370,tt1971352,2012 Compliance,2012,"Biography,Crime,Drama",6.4,28703,270000.0,319285.0,830700.0
371,tt1524137,2012 Contraband,2012,"Action,Crime,Drama",6.5,111709,25000000.0,66528000.0,98406855.0
372,tt2180333,2012 Crowsnest,2012,"Horror,Mystery,Thriller",3.9,1481,1200000.0,0.0,0.0
373,tt2071441,2012 Dangerous Liaisons,2012,"Drama,Mystery,Romance",5.9,1694,24200000.0,17000.0,10447579.0
374,tt1077368,2012 Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,229818,150000000.0,79727149.0,238202668.0
375,tt1730687,2012 Darling Companion,2012,"Comedy,Drama,Romance",5.1,3085,12000000.0,793352.0,1200346.0
376,tt1667310,2012 Deadfall,2012,"Crime,Drama,Thriller",6.3,36491,6000000.0,66351.0,1673635.0
377,tt2023453,2012 Diary of a Wimpy Kid: Dog Days,2012,"Comedy,Family",6.3,19571,22000000.0,49008662.0,77229695.0
378,tt1853728,2012 Django Unchained,2012,"Drama,Western",8.4,1211405,100000000.0,162805434.0,449948323.0
379,tt1343727,2012 Dredd,2012,"Action,Crime,Sci-Fi",7.1,234616,45000000.0,13414714.0,41467606.0
380,tt1653002,2012 Dysfunctional Friends,2012,"Comedy,Drama",5.2,760,1800000.0,0.0,0.0
381,tt1855199,2012 End of Watch,2012,"Action,Crime,Drama",7.6,211308,15000000.0,41003371.0,57586606.0
382,tt1907668,2012 Flight,2012,"Drama,Thriller",7.3,303009,31000000.0,93772375.0,160558438.0
383,tt0249516,2012 Foodfight!,2012,"Action,Animation,Comedy",1.9,8248,45000000.0,0.0,73706.0
384,tt1566501,2012 For Greater Glory: The True Story of Cristiada,2012,"Drama,History,War",6.6,4202,12000000.0,5669081.0,10026255.0
385,tt1492841,2012 Foreign Letters,2012,"Comedy,Drama",6.9,180,40000.0,0.0,0.0
386,tt1142977,2012 Frankenweenie,2012,"Animation,Comedy,Family",7.0,89489,39000000.0,35287788.0,81150788.0
387,tt1663143,2012 Fun Size,2012,"Adventure,Comedy",5.4,12926,14000000.0,9409538.0,11166615.0
388,tt1884318,2012 Girls Gone Dead,2012,"Comedy,Horror",3.5,2230,500000.0,0.0,0.0
389,tt1907639,2012 Hardflip,2012,"Action,Drama",5.6,673,1000000.0,96734.0,96734.0
390,tt1861343,2012 Hayride,2012,"Crime,Drama,Horror",3.4,622,60000.0,0.0,0.0
391,tt1648179,2012 Here Comes the Boom,2012,"Action,Comedy,Sport",6.4,81761,42000000.0,45290318.0,73239258.0
392,tt1693107,2012 Highway,2012,Comedy,3.5,183,2000000.0,0.0,0.0
393,tt2076220,2012 Holy Motors,2012,"Drama,Fantasy",7.1,36874,4000000.0,641054.0,4230426.0
394,tt1535438,2012 Hope Springs,2012,"Comedy,Drama,Romance",6.3,38667,30000000.0,63536011.0,133085295.0
395,tt0837562,2012 Hotel Transylvania,2012,"Animation,Comedy,Family",7.1,204571,85000000.0,148313048.0,378505812.0
396,tt1582507,2012 House at the End of the Street,2012,"Drama,Horror,Thriller",5.6,66303,6900000.0,31611916.0,44103982.0
397,tt1667889,2012 Ice Age: Continental Drift,2012,"Adventure,Animation,Comedy",6.6,175601,95000000.0,161321843.0,879765137.0
398,tt1942884,2012 Indie Game: The Movie,2012,"Documentary,Drama",7.7,19538,100000.0,0.0,0.0
399,tt2176013,2012 Jab Tak Hai Jaan,2012,"Drama,Romance",6.8,48364,9200000.0,3047539.0,5806666.0
400,tt0790724,2012 Jack Reacher,2012,"Action,Crime,Thriller",7.0,284547,60000000.0,80070736.0,217370736.0
401,tt0401729,2012 John Carter,2012,"Action,Adventure,Sci-Fi",6.6,241792,275000000.0,73058679.0,282778100.0
402,tt1397514,2012 Journey 2: The Mysterious Island,2012,"Action,Adventure,Comedy",5.8,83507,79000000.0,103860290.0,318146162.0
403,tt1710396,2012 Joyful Noise,2012,"Comedy,Drama,Music",5.8,7575,27500000.0,30932113.0,31157914.0
404,tt2215719,2012 Katy Perry: Part of Me,2012,"Documentary,Music",5.9,13034,12000000.0,25326071.0,32700439.0
405,tt2166214,2012 Khiladi 786,2012,"Action,Comedy",4.4,5648,5600000.0,385422.0,14683763.0
406,tt1764234,2012 Killing Them Softly,2012,"Crime,Thriller",6.2,124086,15000000.0,14945541.0,39238443.0
407,tt1592873,2012 LOL,2012,"Comedy,Drama,Romance",4.4,51424,11000000.0,0.0,10431506.0
408,tt1212450,2012 Lawless,2012,"Crime,Drama",7.3,214055,26000000.0,37397291.0,54393687.0
409,tt0454876,2012 Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,535836,120000000.0,124987022.0,620912003.0
410,tt0443272,2012 Lincoln,2012,"Biography,Drama,History",7.4,228701,65000000.0,182207973.0,273346281.0
411,tt1592525,2012 Lockout,2012,"Action,Sci-Fi,Thriller",6.1,89554,20000000.0,14326865.0,33943049.0
412,tt1276104,2012 Looper,2012,"Action,Crime,Drama",7.4,500595,30000000.0,66486205.0,170466405.0
413,tt1277953,2012 Madagascar 3: Europe's Most Wanted,2012,"Adventure,Animation,Comedy",6.8,146858,145000000.0,216391482.0,746921271.0
414,tt1915581,2012 Magic Mike,2012,"Comedy,Drama",6.1,123955,7000000.0,113721571.0,170549753.0
415,tt1568338,2012 Man on a Ledge,2012,"Action,Adventure,Crime",6.6,137507,42000000.0,18620000.0,49621440.0
416,tt1409024,2012 Men in Black 3,2012,"Action,Adventure,Comedy",6.8,309879,215000000.0,179020854.0,654213485.0
417,tt1211890,2012 Middle of Nowhere,2012,Drama,6.4,1406,200000.0,236806.0,236806.0
418,tt1667353,2012 Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,79510,85000000.0,64935167.0,173613482.0
419,tt1748122,2012 Moonrise Kingdom,2012,"Adventure,Comedy,Drama",7.8,291750,16000000.0,45512466.0,68848446.0
420,tt1598828,2012 One for the Money,2012,"Action,Comedy,Crime",5.3,38473,42000000.0,26414527.0,36197221.0
421,tt1623288,2012 ParaNorman,2012,"Adventure,Animation,Comedy",7.0,87250,60000000.0,56003051.0,108119662.0
422,tt2109184,2012 Paranormal Activity 4,2012,"Horror,Mystery,Thriller",4.6,58408,5000000.0,53900335.0,142817992.0
423,tt1047540,2012 Parental Guidance,2012,"Comedy,Family",6.1,23711,25000000.0,77267296.0,120832383.0
424,tt1716777,2012 People Like Us,2012,"Comedy,Drama",7.1,39618,16000000.0,12431792.0,12617472.0
425,tt1981677,2012 Pitch Perfect,2012,"Comedy,Music,Romance",7.2,256565,17000000.0,65001093.0,116044347.0
426,tt1547234,2012 Premium Rush,2012,"Action,Crime,Thriller",6.5,105279,35000000.0,20275446.0,31393201.0
427,tt1636826,2012 Project X,2012,Comedy,6.7,177782,12000000.0,54731865.0,103028188.0
428,tt1446714,2012 Prometheus,2012,"Adventure,Mystery,Sci-Fi",7.0,538720,125000000.0,126477084.0,402448265.0
429,tt1234719,2012 Red Dawn,2012,"Action,Sci-Fi,Thriller",5.4,69599,65000000.0,44806783.0,48164150.0
430,tt1748179,2012 Red Lights,2012,"Drama,Fantasy,Horror",6.2,55287,17700000.0,49521.0,14518884.0
431,tt0485985,2012 Red Tails,2012,"Action,Adventure,Drama",5.9,31815,58000000.0,49876377.0,50365498.0
432,tt1855325,2012 Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",5.4,125191,65000000.0,42345531.0,240647629.0
433,tt1446192,2012 Rise of the Guardians,2012,"Action,Adventure,Animation",7.3,145281,145000000.0,103412758.0,306900902.0
434,tt1990314,2012 Robot & Frank,2012,"Comedy,Crime,Drama",7.1,59229,2500000.0,3317468.0,4934356.0
435,tt1336608,2012 Rock of Ages,2012,"Comedy,Drama,Musical",5.9,69910,70000000.0,38518613.0,61031932.0
436,tt1656190,2012 Safe,2012,"Action,Crime,Thriller",6.5,96388,33000000.0,17142080.0,41495213.0
437,tt1599348,2012 Safe House,2012,"Action,Adventure,Crime",6.8,192655,85000000.0,126181630.0,208542162.0
438,tt1862079,2012 Safety Not Guaranteed,2012,"Comedy,Drama,Romance",7.0,111907,750000.0,4010957.0,4422318.0
439,tt1615065,2012 Savages,2012,"Crime,Drama,Thriller",6.5,115793,45000000.0,47323100.0,82513490.0
440,tt1307068,2012 Seeking a Friend for the End of the World,2012,"Adventure,Comedy,Drama",6.7,102047,10000000.0,7078738.0,11766959.0
441,tt1931533,2012 Seven Psychopaths,2012,"Comedy,Crime",7.2,223493,13500000.0,15024049.0,33035736.0
442,tt1717210,2012 Should've Been Romeo,2012,"Comedy,Drama",6.5,44,5000000.0,0.0,0.0
443,tt1045658,2012 Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,621018,21000000.0,132092958.0,236412453.0
444,tt1922777,2012 Sinister,2012,"Horror,Mystery,Thriller",6.8,198345,3000000.0,48086903.0,87727807.0
445,tt1074638,2012 Skyfall,2012,"Action,Adventure,Thriller",7.8,592221,200000000.0,304360277.0,1110526981.0
446,tt1735898,2012 Snow White and the Huntsman,2012,"Action,Adventure,Drama",6.1,258938,170000000.0,155136755.0,401021746.0
447,tt2149137,2012 Snow White: A Deadly Summer,2012,Horror,2.2,679,1000000.0,0.0,0.0
448,tt1876451,2012 Sparkle,2012,"Drama,Music",5.7,5643,10000000.0,24397469.0,24660323.0
449,tt1800741,2012 Step Up Revolution,2012,"Drama,Music,Romance",6.5,51295,33000000.0,35074677.0,165552290.0
450,tt1656186,2012 Stolen,2012,"Action,Crime,Thriller",5.5,41313,35000000.0,289773.0,17967746.0
451,tt1397280,2012 Taken 2,2012,"Action,Thriller",6.3,273106,45000000.0,139854287.0,377807404.0
452,tt1637725,2012 Ted,2012,"Comedy,Fantasy",6.9,538367,50000000.0,218665740.0,556016627.0
453,tt1232200,2012 That's My Boy,2012,Comedy,5.6,83009,57500000.0,36931089.0,58085235.0
454,tt0948470,2012 The Amazing Spider-Man,2012,"Action,Adventure,Sci-Fi",7.0,525632,220000000.0,262030663.0,757890267.0
455,tt1433822,2012 The Apparition,2012,"Horror,Thriller",4.1,18112,17000000.0,4936819.0,10637281.0
456,tt0848228,2012 The Avengers,2012,"Action,Adventure,Sci-Fi",8.1,1183655,225000000.0,623279547.0,1517935897.0
457,tt1194173,2012 The Bourne Legacy,2012,"Action,Adventure,Thriller",6.7,268678,125000000.0,113203870.0,280355920.0
458,tt1790886,2012 The Campaign,2012,Comedy,6.1,118678,95000000.0,86907746.0,104907746.0
459,tt1366365,2012 The Cold Light of Day,2012,"Action,Thriller",4.9,33039,20000000.0,3763583.0,25361206.0
460,tt1748227,2012 The Collection,2012,"Action,Horror,Thriller",6.1,42256,10000000.0,6810754.0,8890094.0
461,tt1345836,2012 The Dark Knight Rises,2012,"Action,Thriller",8.4,1387769,275000000.0,448139099.0,1084439099.0
462,tt1560985,2012 The Devil Inside,2012,Horror,4.2,33522,1000000.0,53262945.0,101759490.0
463,tt1645170,2012 The Dictator,2012,Comedy,6.4,250976,65000000.0,59650222.0,180148897.0
464,tt1764651,2012 The Expendables 2,2012,"Action,Adventure,Thriller",6.6,277584,100000000.0,85028192.0,311979256.0
