,tconst,merge_id,release_date,genres,averagerating,numvotes,production_budget,domestic_gross,worldwide_gross
465,tt1763303,2012 The First Time,2012,"Comedy,Drama,Romance",6.9,62589,2000000.0,17061.0,17061.0
466,tt1195478,2012 The Five-Year Engagement,2012,"Comedy,Romance",6.2,88469,30000000.0,28700285.0,61623819.0
467,tt2363439,2012 The Frozen,2012,"Drama,Thriller",4.4,1641,250000.0,0.0,0.0
468,tt1754633,2012 The Ghastly Love of Johnny X,2012,"Comedy,Fantasy,Musical",5.7,386,2000000.0,2436.0,2436.0
469,tt1769363,2012 The Giant Mechanical Man,2012,"Comedy,Drama,Romance",6.7,8921,900000.0,7396.0,7396.0
470,tt1694020,2012 The Guilt Trip,2012,"Comedy,Drama",5.8,33702,40000000.0,37134215.0,41294674.0
471,tt0903624,2012 The Hobbit: An Unexpected Journey,2012,"Adventure,Family,Fantasy",7.9,719629,250000000.0,303003568.0,1017003568.0
472,tt1392170,2012 The Hunger Games,2012,"Action,Adventure,Sci-Fi",7.2,795227,80000000.0,408010692.0,677923379.0
473,tt1649419,2012 The Impossible,2012,"Drama,History,Thriller",7.6,177762,40000000.0,19019882.0,169590606.0
474,tt1327194,2012 The Lucky One,2012,"Drama,Romance",6.5,94359,25000000.0,60457138.0,96633833.0
475,tt1258972,2012 The Man with the Iron Fists,2012,Action,5.4,58185,15000000.0,15634090.0,22018988.0
476,tt1560747,2012 The Master,2012,Drama,7.1,131365,37500000.0,16247159.0,50647416.0
477,tt1462769,2012 The Odd Life of Timothy Green,2012,"Comedy,Drama,Family",6.6,42770,40000000.0,51853450.0,55249159.0
478,tt1606829,2012 The Other Dream Team,2012,"Documentary,Sport",8.4,3332,500000.0,134109.0,314444.0
479,tt1496422,2012 The Paperboy,2012,"Crime,Drama,Mystery",5.8,33940,12500000.0,677200.0,4027663.0
480,tt1659337,2012 The Perks of Being a Wallflower,2012,Drama,8.0,422671,13000000.0,17742948.0,33069303.0
481,tt1430626,2012 The Pirates! Band of Misfits,2012,"Adventure,Animation,Comedy",6.7,41958,55000000.0,31051126.0,136143605.0
482,tt0431021,2012 The Possession,2012,"Horror,Mystery,Thriller",5.9,53649,14000000.0,49130588.0,82925064.0
483,tt1486192,2012 The Raven,2012,"Crime,Mystery,Thriller",6.4,79578,26000000.0,16008272.0,30601801.0
484,tt1866249,2012 The Sessions,2012,"Biography,Comedy,Drama",7.2,39731,1000000.0,6002451.0,11495204.0
485,tt0383010,2012 The Three Stooges,2012,"Comedy,Family",5.1,28570,30000000.0,44338224.0,54052249.0
486,tt1606389,2012 The Vow,2012,"Drama,Romance",6.8,173629,30000000.0,125014030.0,197618160.0
487,tt1298649,2012 The Watch,2012,"Action,Comedy,Horror",5.7,115757,55000000.0,34353000.0,67130045.0
488,tt1596365,2012 The Woman in Black,2012,"Drama,Fantasy,Horror",6.4,165357,15000000.0,54333290.0,128955898.0
489,tt1840417,2012 The Words,2012,"Drama,Mystery,Romance",7.1,70308,6000000.0,11494838.0,16369708.0
490,tt1621045,2012 Think Like a Man,2012,"Comedy,Romance",6.6,41043,12000000.0,91547205.0,113373764.0
491,tt1596350,2012 This Means War,2012,"Action,Comedy,Romance",6.3,167438,65000000.0,54760791.0,156974557.0
492,tt1855401,2012 Tim and Eric's Billion Dollar Movie,2012,Comedy,5.4,9004,3000000.0,201436.0,223652.0
493,tt1859650,2012 To Rome with Love,2012,"Comedy,Music,Romance",6.3,79381,21500000.0,16684352.0,74326015.0
494,tt1386703,2012 Total Recall,2012,"Action,Adventure,Mystery",6.3,228460,125000000.0,58877969.0,211856088.0
495,tt1772408,2012 Trade of Innocents,2012,"Drama,Thriller",5.4,860,5800000.0,15091.0,15091.0
496,tt2083383,2012 Trouble with the Curve,2012,"Drama,Sport",6.8,56129,60000000.0,35763137.0,47818913.0
497,tt1838722,2012 Truth or Die,2012,"Horror,Mystery",5.6,8123,1000000.0,0.0,0.0
498,tt1545106,2012 Vamps,2012,"Comedy,Horror,Romance",5.2,8838,16000000.0,3361.0,94812.0
499,tt1655460,2012 Wanderlust,2012,"Comedy,Romance",5.6,69081,32500000.0,17288155.0,24159934.0
500,tt1586265,2012 What to Expect When You're Expecting,2012,"Comedy,Drama,Romance",5.7,65890,37500000.0,41152203.0,88473016.0
501,tt1870529,2012 Won't Back Down,2012,Drama,6.4,5915,19000000.0,5310554.0,5745503.0
502,tt1646987,2012 Wrath of the Titans,2012,"Action,Adventure,Fantasy",5.7,172330,150000000.0,83670083.0,305270083.0
503,tt1772341,2012 Wreck-It Ralph,2012,"Adventure,Animation,Comedy",7.7,344496,165000000.0,189412677.0,496511521.0
504,tt1488181,2012 Zambezia,2012,"Adventure,Animation,Comedy",5.8,6010,20000000.0,0.0,34454336.0
505,tt1790885,2012 Zero Dark Thirty,2012,"Drama,Thriller",7.4,251072,52500000.0,95720716.0,134612435.0
506,tt2024544,2013 12 Years a Slave,2013,"Biography,Drama,History",8.1,577301,20000000.0,56671993.0,181025343.0
507,tt1272878,2013 2 Guns,2013,"Action,Comedy,Crime",6.7,182025,61000000.0,75612460.0,132493015.0
508,tt0453562,2013 42,2013,"Biography,Drama,Sport",7.5,77703,31000000.0,95020213.0,97470701.0
509,tt1335975,2013 47 Ronin,2013,"Action,Adventure,Drama",6.3,135754,175000000.0,38362475.0,151716815.0
510,tt1606378,2013 A Good Day to Die Hard,2013,"Action,Thriller",5.3,188383,92000000.0,67349198.0,304249198.0
511,tt2243537,2013 A Haunted House,2013,"Comedy,Fantasy",5.1,40308,2500000.0,40041683.0,59922558.0
512,tt1524083,2013 A True Story,2013,Comedy,5.2,211,45000.0,0.0,0.0
513,tt2321163,2013 ABCD (Any Body Can Dance),2013,"Drama,Music",6.4,5695,1900000.0,222098.0,10137234.0
514,tt2194499,2013 About Time,2013,"Comedy,Drama,Fantasy",7.8,263136,12000000.0,15323921.0,89309178.0
515,tt1814621,2013 Admission,2013,"Comedy,Drama,Romance",5.7,31849,13000000.0,18007317.0,18733666.0
516,tt1815862,2013 After Earth,2013,"Action,Adventure,Drama",4.8,181687,130000000.0,60522097.0,251499665.0
517,tt2388637,2013 Ain't Them Bodies Saints,2013,"Crime,Drama,Romance",6.4,19464,5000000.0,391611.0,1075009.0
518,tt1800241,2013 American Hustle,2013,"Crime,Drama",7.2,418221,40000000.0,150117807.0,257878294.0
519,tt1229340,2013 Anchorman 2: The Legend Continues,2013,Comedy,6.3,156116,50000000.0,127352707.0,172185754.0
520,tt2403815,2013 Aroused,2013,Documentary,5.3,596,150000.0,0.0,0.0
521,tt1322269,2013 August: Osage County,2013,"Comedy,Drama",7.2,79383,25000000.0,37738810.0,50738810.0
522,tt1171222,2013 Baggage Claim,2013,Comedy,5.1,8296,8500000.0,21569509.0,22885836.0
523,tt1532958,2013 Battle of the Year,2013,"Drama,Music",5.1,8769,20000000.0,8888355.0,16723377.0
524,tt1559547,2013 Beautiful Creatures,2013,"Drama,Fantasy,Romance",6.2,79764,50000000.0,19452138.0,60282876.0
525,tt2209418,2013 Before Midnight,2013,"Drama,Romance",7.9,123107,3000000.0,8110621.0,23251930.0
526,tt1425922,2013 Black Nativity,2013,"Drama,Family,Music",4.6,1901,17500000.0,7018188.0,7285135.0
527,tt2334873,2013 Blue Jasmine,2013,Drama,7.3,179453,18000000.0,33404871.0,102912961.0
528,tt1235522,2013 Broken City,2013,"Crime,Drama,Thriller",6.2,71704,35000000.0,19701164.0,34480045.0
529,tt1535109,2013 Captain Phillips,2013,"Biography,Drama,Thriller",7.8,387402,55000000.0,107136417.0,220648184.0
530,tt1939659,2013 Carrie,2013,"Drama,Horror",5.9,125424,30000000.0,35266619.0,82409520.0
531,tt2553908,"2013 Cinco de Mayo, La Batalla",2013,"Drama,History,War",6.2,799,10000000.0,173472.0,173472.0
532,tt1985966,2013 Cloudy with a Chance of Meatballs 2,2013,"Adventure,Animation,Comedy",6.4,81010,78000000.0,119793567.0,274392649.0
533,tt2234025,2013 Coffee Town,2013,Comedy,6.6,4666,2000000.0,0.0,0.0
534,tt0790636,2013 Dallas Buyers Club,2013,"Biography,Drama",8.0,402462,5000000.0,27298285.0,60611845.0
535,tt2387433,2013 Dark Skies,2013,"Horror,Sci-Fi,Thriller",6.3,65754,3500000.0,17418667.0,27704111.0
536,tt2101341,2013 Dead Man Down,2013,"Action,Crime,Drama",6.5,61238,30000000.0,10895295.0,19599974.0
537,tt2387559,2013 Delivery Man,2013,"Comedy,Drama",6.4,70706,22000000.0,30659817.0,70536870.0
538,tt1690953,2013 Despicable Me 2,2013,"Adventure,Animation,Comedy",7.4,344230,76000000.0,368065385.0,975216835.0
539,tt1833673,2013 Dhoom 3,2013,"Action,Thriller",5.4,40466,24000000.0,8031955.0,11723620.0
540,tt2229499,2013 Don Jon,2013,"Comedy,Drama,Romance",6.6,216350,5500000.0,24477704.0,41268579.0
541,tt2265398,2013 Drinking Buddies,2013,"Comedy,Drama,Romance",6.1,53546,500000.0,343706.0,407100.0
542,tt1535108,2013 Elysium,2013,"Action,Drama,Sci-Fi",6.6,395572,120000000.0,93050117.0,286192091.0
543,tt1731141,2013 Ender's Game,2013,"Action,Adventure,Fantasy",6.6,211722,110000000.0,61737191.0,127983283.0
544,tt2390361,2013 Enough Said,2013,"Comedy,Drama,Romance",7.0,55698,8000000.0,17550872.0,25621449.0
545,tt0848537,2013 Epic,2013,"Adventure,Animation,Family",6.7,95318,100000000.0,107518682.0,262794441.0
546,tt1211956,2013 Escape Plan,2013,"Action,Crime,Mystery",6.7,211587,70000000.0,25135965.0,103735965.0
547,tt2187884,2013 Escape from Tomorrow,2013,"Drama,Fantasy,Horror",5.2,8665,650000.0,171962.0,171962.0
548,tt1288558,2013 Evil Dead,2013,"Fantasy,Horror,Thriller",6.5,146399,17000000.0,54239856.0,97778356.0
549,tt1621039,2013 Free Birds,2013,"Adventure,Animation,Comedy",5.9,20934,55000000.0,55750480.0,110387072.0
550,tt2334649,2013 Fruitvale Station,2013,"Biography,Drama,Romance",7.5,68187,900000.0,16098998.0,17549645.0
551,tt1583421,2013 G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",5.8,165536,140000000.0,122523060.0,375740705.0
552,tt1321870,2013 Gangster Squad,2013,"Action,Crime,Drama",6.7,195560,60000000.0,46000903.0,104100903.0
553,tt2167202,2013 Getaway,2013,"Action,Crime,Thriller",4.4,22157,18000000.0,10501938.0,11813989.0
554,tt2349460,2013 Grace Unplugged,2013,"Drama,Music",6.2,3006,1700000.0,2507159.0,2507159.0
555,tt1454468,2013 Gravity,2013,"Drama,Sci-Fi,Thriller",7.7,710018,110000000.0,274092705.0,693698673.0
556,tt2191701,2013 Grown Ups 2,2013,Comedy,5.4,128500,80000000.0,133668525.0,247023808.0
557,tt1661382,2013 Grudge Match,2013,"Comedy,Drama,Sport",6.4,54080,40000000.0,29807260.0,69807260.0
558,tt2081194,2013 Hansel & Gretel Get Baked,2013,"Comedy,Horror",4.3,3225,4500000.0,0.0,0.0
559,tt1428538,2013 Hansel & Gretel: Witch Hunters,2013,"Action,Fantasy,Horror",6.1,183387,50000000.0,55703475.0,214949716.0
560,tt2852376,2013 Heli,2013,"Crime,Drama,Romance",6.8,4379,1000000.0,0.0,552614.0
561,tt2469216,2013 Her Cry: La Llorona Investigation,2013,Horror,3.7,70,35000.0,0.0,0.0
562,tt2312718,2013 Homefront,2013,"Action,Thriller",6.5,98549,22000000.0,20158492.0,51695362.0
563,tt2024432,2013 Identity Thief,2013,"Adventure,Comedy,Crime",5.7,115624,35000000.0,134506920.0,175361578.0
564,tt2645670,2013 Independence Daysaster,2013,"Action,Adventure,Sci-Fi",3.4,974,1800000.0,0.0,0.0
565,tt2042568,2013 Inside Llewyn Davis,2013,"Drama,Music",7.5,123759,11000000.0,13248209.0,32943247.0
566,tt1300854,2013 Iron Man 3,2013,"Action,Adventure,Sci-Fi",7.2,692794,200000000.0,408992272.0,1215392272.0
567,tt1351685,2013 Jack the Giant Slayer,2013,"Adventure,Fantasy",6.3,123127,195000000.0,65187603.0,197687603.0
568,tt2357129,2013 Jobs,2013,"Biography,Drama",5.9,88788,18000000.0,16131410.0,43402515.0
569,tt2609912,2013 Kevin Hart: Let Me Explain,2013,"Comedy,Documentary",6.8,7880,2500000.0,32244051.0,32327255.0
570,tt1487931,2013 Khumba,2013,"Adventure,Animation,Family",5.7,4984,15000000.0,0.0,20898221.0
571,tt1650554,2013 Kick-Ass 2,2013,"Action,Comedy,Crime",6.6,238832,28000000.0,28795985.0,63129909.0
572,tt1204975,2013 Last Vegas,2013,"Comedy,Drama",6.6,121409,28000000.0,63914167.0,112914167.0
573,tt1327773,2013 Lee Daniels' The Butler,2013,"Biography,Drama",7.2,102468,30000000.0,116632095.0,177025498.0
574,tt1091191,2013 Lone Survivor,2013,"Action,Biography,Drama",7.5,246641,40000000.0,125095601.0,149804632.0
575,tt2002718,2013 Machete Kills,2013,"Action,Crime,Sci-Fi",5.6,69968,20000000.0,8008161.0,18273009.0
576,tt0770828,2013 Man of Steel,2013,"Action,Adventure,Sci-Fi",7.1,647288,225000000.0,291045518.0,667999518.0
577,tt2304771,2013 Mandela: Long Walk to Freedom,2013,"Biography,Drama,History",7.1,25027,35000000.0,8323085.0,29890402.0
578,tt2172935,2013 Metallica Through the Never,2013,Music,7.2,15592,18000000.0,3419967.0,9082906.0
579,tt1453405,2013 Monsters University,2013,"Adventure,Animation,Comedy",7.3,291887,200000000.0,268488329.0,743588329.0
580,tt1333125,2013 Movie 43,2013,Comedy,4.3,92980,10000000.0,8840453.0,31164747.0
581,tt1821549,2013 Nebraska,2013,"Adventure,Comedy,Drama",7.7,105304,12000000.0,17654912.0,24761360.0
582,tt1670345,2013 Now You See Me,2013,"Crime,Mystery,Thriller",7.3,553156,75000000.0,117723989.0,342769200.0
583,tt1483013,2013 Oblivion,2013,"Action,Adventure,Sci-Fi",7.0,453966,120000000.0,89107235.0,287916633.0
584,tt2302755,2013 Olympus Has Fallen,2013,"Action,Thriller",6.5,235443,70000000.0,98927592.0,172878928.0
585,tt1602613,2013 Only God Forgives,2013,"Crime,Drama",5.7,100318,4800000.0,775849.0,4494560.0
586,tt1922679,2013 Open Road,2013,"Action,Drama,Thriller",5.5,1619,3000000.0,0.0,47469.0
587,tt1206543,2013 Out of the Furnace,2013,"Crime,Drama,Thriller",6.8,99037,22000000.0,11330849.0,15434375.0
588,tt1623205,2013 Oz the Great and Powerful,2013,"Adventure,Family,Fantasy",6.3,192045,200000000.0,234770996.0,490359051.0
589,tt1663662,2013 Pacific Rim,2013,"Action,Adventure,Sci-Fi",6.9,443667,190000000.0,101802906.0,411002906.0
590,tt1980209,2013 Pain & Gain,2013,"Action,Comedy,Crime",6.4,187820,26000000.0,49875291.0,81275291.0
591,tt1413495,2013 Paranoia,2013,"Drama,Thriller",5.7,33149,40000000.0,7388654.0,16340767.0
592,tt1904996,2013 Parker,2013,"Action,Crime,Thriller",6.2,105529,35000000.0,17616641.0,48543388.0
593,tt2345112,2013 Parkland,2013,"Drama,History,Mystery",6.4,14036,10000000.0,641439.0,1616353.0
594,tt1699755,2013 Peeples,2013,"Comedy,Romance",5.3,4452,11000000.0,9177065.0,9307166.0
595,tt1854564,2013 Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",5.8,102313,90000000.0,68559554.0,200859554.0
596,tt1922685,2013 Phantom,2013,"Drama,History,Thriller",5.9,12786,18000000.0,1034589.0,1199510.0
597,tt2431286,2013 Philomena,2013,"Biography,Comedy,Drama",7.6,88704,12000000.0,37709979.0,98963392.0
598,tt2226519,2013 Plush,2013,"Drama,Music,Thriller",5.4,3462,2000000.0,3080.0,28864.0
599,tt1392214,2013 Prisoners,2013,"Crime,Drama,Mystery",8.1,526273,46000000.0,61002302.0,113402302.0
600,tt0790736,2013 R.I.P.D.,2013,"Action,Adventure,Comedy",5.6,109078,130000000.0,33618855.0,79076678.0
601,tt1821694,2013 RED 2,2013,"Action,Comedy,Crime",6.6,148846,84000000.0,53262560.0,141507355.0
602,tt1411250,2013 Riddick,2013,"Action,Adventure,Sci-Fi",6.4,144821,38000000.0,42025135.0,94763758.0
603,tt2364841,2013 Runner Runner,2013,"Crime,Thriller",5.6,58235,30000000.0,19316646.0,60512680.0
604,tt1979320,2013 Rush,2013,"Action,Biography,Drama",8.1,393437,38000000.0,26947624.0,98230839.0
605,tt1702439,2013 Safe Haven,2013,"Drama,Romance,Thriller",6.7,97055,28000000.0,71399120.0,94050951.0
606,tt2140373,2013 Saving Mr. Banks,2013,"Biography,Comedy,Drama",7.5,140678,35000000.0,83299761.0,114962525.0
607,tt2053463,2013 Side Effects,2013,"Crime,Drama,Mystery",7.1,168466,30000000.0,32172757.0,66742138.0
608,tt0882977,2013 Snitch,2013,"Action,Drama,Thriller",6.5,78142,15000000.0,42930462.0,57907734.0
609,tt2503358,2013 Speak No Evil,2013,Horror,3.6,534,150000.0,0.0,32927.0
610,tt1408101,2013 Star Trek Into Darkness,2013,"Action,Adventure,Sci-Fi",7.7,445535,190000000.0,228778661.0,467381584.0
611,tt1682180,2013 Stoker,2013,"Drama,Thriller",6.8,97393,12000000.0,1703125.0,12034913.0
612,tt2024506,2013 Straight A's,2013,"Comedy,Drama",5.7,4197,2000000.0,0.0,0.0
613,tt1572315,2013 Texas Chainsaw 3D,2013,"Horror,Thriller",4.8,41784,20000000.0,34341945.0,47666013.0
614,tt2083355,2013 The Best Man Holiday,2013,"Comedy,Drama",6.7,13967,17000000.0,70525195.0,72835710.0
615,tt1931435,2013 The Big Wedding,2013,"Comedy,Drama,Romance",5.6,44221,32500000.0,21819348.0,48425971.0
616,tt0816442,2013 The Book Thief,2013,"Drama,War",7.6,119023,19000000.0,21488481.0,76086711.0
617,tt1911644,2013 The Call,2013,"Crime,Drama,Horror",6.7,103780,12800000.0,51872378.0,69821476.0
618,tt2292959,2013 The Canyons,2013,"Drama,Thriller",3.8,9838,250000.0,59671.0,62375.0
619,tt2739338,2013 The Christmas Candle,2013,"Drama,Family",6.2,1538,7000000.0,1632000.0,1933829.0
620,tt1457767,2013 The Conjuring,2013,"Horror,Mystery,Thriller",7.5,397233,20000000.0,137400141.0,318000141.0
621,tt2193215,2013 The Counselor,2013,"Crime,Drama,Thriller",5.3,92096,25000000.0,16973715.0,71009334.0
622,tt0481499,2013 The Croods,2013,"Action,Adventure,Animation",7.2,176699,135000000.0,187168425.0,573068425.0
623,tt2334896,2013 The Dirties,2013,"Crime,Drama",6.8,5728,55000.0,0.0,0.0
624,tt1869716,2013 The East,2013,"Adventure,Drama,Thriller",6.8,46804,6500000.0,2274649.0,3027956.0
625,tt1837703,2013 The Fifth Estate,2013,"Biography,Drama,Thriller",6.2,36392,26000000.0,3254172.0,6154172.0
626,tt2005374,2013 The Frozen Ground,2013,"Crime,Drama,Mystery",6.4,51915,19200000.0,0.0,5617460.0
627,tt1343092,2013 The Great Gatsby,2013,"Drama,Romance",7.3,433165,190000000.0,144840419.0,351040419.0
628,tt2404463,2013 The Heat,2013,"Action,Comedy,Crime",6.6,153501,43000000.0,159581587.0,229727774.0
629,tt1170358,2013 The Hobbit: The Desolation of Smaug,2013,"Adventure,Fantasy",7.8,565563,250000000.0,258366855.0,960366855.0
630,tt1517260,2013 The Host,2013,"Action,Adventure,Drama",5.9,105633,50000000.0,26623701.0,64477051.0
631,tt1951264,2013 The Hunger Games: Catching Fire,2013,"Action,Adventure,Sci-Fi",7.5,575455,130000000.0,424668047.0,864868047.0
632,tt0790628,2013 The Incredible Burt Wonderstone,2013,"Adventure,Comedy,Fantasy",5.9,67549,32000000.0,22537881.0,27392609.0
633,tt2234155,2013 The Internship,2013,Comedy,6.3,179817,58000000.0,44672764.0,93672764.0
634,tt1709143,2013 The Last Days on Mars,2013,"Adventure,Horror,Sci-Fi",5.5,33137,10600000.0,24084.0,261364.0
635,tt2034139,2013 The Last Exorcism Part II,2013,"Drama,Horror,Thriller",4.0,15124,4000000.0,15179303.0,25448707.0
636,tt1549920,2013 The Last Stand,2013,"Action,Thriller",6.4,126623,30000000.0,12050299.0,48330757.0
637,tt1210819,2013 The Lone Ranger,2013,"Action,Adventure,Western",6.4,208827,275000000.0,89302115.0,260002115.0
638,tt1390539,2013 The Lost Medallion: The Adventures of Billy Stone,2013,"Adventure,Family,Fantasy",4.9,1502,2500000.0,549632.0,549632.0
639,tt1538403,2013 The Mortal Instruments: City of Bones,2013,"Action,Fantasy,Horror",5.9,121936,60000000.0,31165421.0,75965567.0
640,tt2184339,2013 The Purge,2013,"Horror,Thriller",5.7,183549,3000000.0,64473115.0,91266581.0
641,tt0359950,2013 The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama",7.3,275300,91000000.0,58236838.0,187861183.0
642,tt2017020,2013 The Smurfs 2,2013,"Adventure,Animation,Comedy",5.4,34229,110000000.0,71017784.0,348547523.0
643,tt1714206,2013 The Spectacular Now,2013,"Comedy,Drama,Romance",7.1,133887,2500000.0,6852971.0,6916951.0
644,tt2486682,2013 The Square,2013,"Documentary,Drama,History",8.1,7998,1500000.0,124244.0,176262.0
645,tt1758795,2013 The To Do List,2013,"Comedy,Romance",5.8,34524,1500000.0,3491669.0,4128828.0
646,tt3043194,2013 The Vatican Exorcisms,2013,Horror,2.5,413,1100000.0,0.0,0.0
647,tt1727388,2013 The Way Way Back,2013,"Comedy,Drama",7.4,132642,5000000.0,21502690.0,26853810.0
648,tt0993846,2013 The Wolf of Wall Street,2013,"Biography,Crime,Drama",8.2,1035358,100000000.0,116900694.0,389870414.0
649,tt1430132,2013 The Wolverine,2013,"Action,Adventure,Sci-Fi",6.7,401286,115000000.0,132556852.0,416456852.0
650,tt1213663,2013 The World's End,2013,"Action,Comedy,Sci-Fi",7.0,235308,20000000.0,26004851.0,47508505.0
651,tt1798291,2013 This Is Martin Bonner,2013,Drama,6.6,846,42000.0,0.0,0.0
652,tt1981115,2013 Thor: The Dark World,2013,"Action,Adventure,Fantasy",6.9,540996,150000000.0,206362140.0,644602516.0
653,tt2380301,2013 Treachery,2013,"Drama,Thriller",3.7,391,625000.0,0.0,0.0
654,tt1860353,2013 Turbo,2013,"Adventure,Animation,Comedy",6.4,74639,135000000.0,83028130.0,286896578.0
655,tt1634003,2013 Underdogs,2013,"Adventure,Animation,Family",6.5,8197,2500000.0,35017.0,1392649.0
656,tt1588173,2013 Warm Bodies,2013,"Comedy,Horror,Romance",6.9,208709,30000000.0,66380662.0,115121608.0
657,tt1723121,2013 We're the Millers,2013,"Comedy,Crime",7.0,371759,37000000.0,150394119.0,267816276.0
658,tt2334879,2013 White House Down,2013,"Action,Drama,Thriller",6.4,191791,150000000.0,73103784.0,205440387.0
659,tt0816711,2013 World War Z,2013,"Action,Adventure,Horror",7.0,553751,190000000.0,202359711.0,531514650.0
660,tt2178470,2013 Yeh Jawaani Hai Deewani,2013,"Comedy,Drama,Musical",7.1,33971,8300000.0,3827466.0,50827466.0
661,tt2446502,2013 Zombie Hunter,2013,"Action,Comedy,Horror",3.5,2372,1000000.0,0.0,0.0
662,tt2249221,2013 Zulu,2013,"Crime,Drama,Thriller",6.7,16607,16000000.0,0.0,1844228.0
663,tt2059171,2014 13 Sins,2014,"Horror,Thriller",6.3,29550,4000000.0,9134.0,47552.0
664,tt2294449,2014 22 Jump Street,2014,"Action,Comedy,Crime",7.0,319504,50000000.0,191719337.0,331333876.0
665,tt2304459,2014 23 Blast,2014,"Drama,Family,Sport",6.5,1567,1000000.0,549185.0,549185.0
666,tt2172934,2014 3 Days to Kill,2014,"Action,Drama,Thriller",6.2,81681,28000000.0,30697999.0,38959900.0
667,tt1253863,2014 300: Rise of an Empire,2014,"Action,Fantasy,War",6.2,262978,110000000.0,106580051.0,330780051.0
668,tt1777595,2014 50 to 1,2014,Drama,6.6,1739,10000000.0,1069454.0,1069454.0
669,tt1604100,2014 A Fine Step,2014,Drama,5.4,279,1000000.0,0.0,0.0
670,tt2828996,2014 A Haunted House 2,2014,"Comedy,Fantasy",4.7,18085,4000000.0,17329487.0,21206861.0
671,tt2937898,2014 A Most Violent Year,2014,"Crime,Drama,Thriller",7.0,60165,20000000.0,5749134.0,8846875.0
672,tt1972571,2014 A Most Wanted Man,2014,"Crime,Drama,Thriller",6.8,67914,15000000.0,17237855.0,36068890.0
673,tt0365907,2014 A Walk Among the Tombstones,2014,"Action,Crime,Drama",6.5,105116,28000000.0,26017685.0,62108587.0
674,tt1826590,2014 About Last Night,2014,"Comedy,Romance",6.1,21078,13000000.0,48637684.0,50445860.0
675,tt2205401,2014 Addicted,2014,"Drama,Thriller",5.2,7640,5000000.0,17390770.0,17499242.0
676,tt1698641,"2014 Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy,Family",6.2,37325,28000000.0,66954149.0,101379287.0
677,tt2704210,2014 All You Need Is Love,2014,Documentary,6.8,9,300000.0,0.0,3565259.0
678,tt1995477,2014 Always Woodstock,2014,"Comedy,Music,Romance",5.4,661,2400000.0,0.0,0.0
679,tt2179136,2014 American Sniper,2014,"Action,Biography,Drama",7.3,401915,58000000.0,350126372.0,547326372.0
680,tt2125430,2014 An American in Hollywood,2014,Drama,7.3,200,125000.0,0.0,0.0
681,tt2465146,2014 And So It Goes,2014,"Comedy,Drama,Romance",5.8,11597,18000000.0,15160801.0,17920013.0
682,tt3322940,2014 Annabelle,2014,"Horror,Mystery,Thriller",5.4,122039,6500000.0,84273813.0,256862920.0
683,tt1823664,2014 Annie,2014,"Comedy,Drama,Family",5.3,31241,65000000.0,85911262.0,139829625.0
684,tt2870612,"2014 As Above, So Below",2014,"Adventure,Horror,Mystery",6.2,66892,5000000.0,21222315.0,41824066.0
685,tt2176228,2014 As It Is in Heaven,2014,Drama,7.3,73,450000.0,13486.0,13486.0
686,tt2800038,2014 Atlas Shrugged: Who Is John Galt?,2014,"Drama,Mystery,Sci-Fi",4.4,2661,5000000.0,851690.0,851690.0
687,tt2655734,2014 Bang Bang Baby,2014,"Drama,Fantasy,Musical",5.0,469,1000000.0,0.0,0.0
688,tt3202120,2014 Barbecue,2014,Comedy,6.1,2301,10000000.0,388.0,247565.0
689,tt1726592,2014 Before I Go to Sleep,2014,"Drama,Horror,Mystery",6.3,64684,22000000.0,3242457.0,19563579.0
690,tt3125324,2014 Beyond the Lights,2014,"Drama,Music,Romance",6.9,14122,7000000.0,14618727.0,14618727.0
691,tt1126590,2014 Big Eyes,2014,"Biography,Crime,Drama",7.0,77447,10000000.0,14482031.0,27317872.0
692,tt2245084,2014 Big Hero 6,2014,"Action,Adventure,Animation",7.8,371204,165000000.0,222527828.0,652127828.0
693,tt2562232,2014 Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy,Drama",7.7,519417,18000000.0,42340598.0,103215094.0
694,tt1086772,2014 Blended,2014,"Comedy,Romance",6.5,106491,45000000.0,46290741.0,127990741.0
695,tt2246526,2014 Born to Fly: Elizabeth Streb vs. Gravity,2014,"Action,Biography,Documentary",6.7,47,500000.0,1822.0,1822.0
696,tt1065073,2014 Boyhood,2014,Drama,7.9,315584,4000000.0,25379975.0,57273049.0
697,tt1430612,2014 Brick Mansions,2014,"Action,Crime",5.7,37528,28000000.0,20396829.0,73421224.0
698,tt2994190,2014 Camp X-Ray,2014,"Drama,War",6.9,36700,1000000.0,9837.0,101053.0
699,tt1843866,2014 Captain America: The Winter Soldier,2014,"Action,Adventure,Sci-Fi",7.8,666252,170000000.0,259746958.0,714401889.0
700,tt2017486,2014 Closer to the Moon,2014,"Comedy,Crime,Drama",7.0,3585,1500000.0,0.0,5396.0
701,tt2103281,2014 Dawn of the Planet of the Apes,2014,"Action,Adventure,Drama",7.6,390199,170000000.0,208545589.0,710644566.0
